"Table S5. LC-TOF-MS mass signatures that were significantly altered for at least one aphid feeding time point, P value < 0.05 FDR, fold change < 0.5 or > 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con-early = controls harvested at the beginning of the experiment, Con-late = controls harvested at the end of the experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion mode,m/z,Retention time,Con-early-1,Con-early-2,Con-early-3,Con-early-4,Con-early-5,Con-late-1,Con-late-2,Con-late-3,Con-late-4,Con-late-5,2h-1,2h-2,2h-3,2h-4,2h-5,4h-1,4h-2,4h-3,4h-4,4h-5,8h-1,8h-2,8h-3,8h-4,8h-5,24h-1,24h-2,24h-3,24h-4,24h-5,48h-1,48h-2,48h-3,48h-4,48h-5,96h-1,96h-2,96h-3,96h-4,96h-5
Negative,310.2104081,1049.77008,0.664,0.556,1.528,1.093,1.159,1.105,1.055,0.881,1.748,0.211,2.120,1.270,1.160,1.930,3.490,1.916,1.655,2.272,2.156,4.347,1.868,1.394,2.255,1.738,2.034,1.671,1.568,1.791,2.014,1.828,1.185,1.564,1.946,1.851,4.703,1.707,0.968,1.415,2.000,1.503
Negative,900.786285,60.0992633,1.174,1.743,1.260,0.313,0.510,0.000,1.562,0.491,0.000,2.947,0.490,2.480,2.600,2.130,0.260,0.621,0.911,2.414,0.214,4.483,2.571,3.553,0.187,7.453,8.888,0.527,0.633,1.127,0.862,1.045,2.957,3.699,1.598,3.669,5.059,0.880,0.495,0.000,0.537,2.765
Negative,130.022697,86.56756492,0.348,1.608,0.690,1.240,1.114,1.214,1.762,1.242,0.782,0.000,1.410,2.100,0.740,1.850,1.770,1.778,2.231,0.617,1.746,1.707,2.256,2.936,2.093,2.302,2.542,0.994,1.023,1.222,2.214,1.488,0.222,2.124,1.636,1.158,4.455,1.922,1.604,1.249,1.779,2.441
Negative,881.2484345,276.1857222,0.498,2.769,0.607,0.734,0.392,0.000,0.981,2.965,0.000,1.054,0.930,3.740,0.770,2.490,7.360,4.123,4.375,0.000,0.410,5.019,2.625,7.002,2.726,2.719,9.240,1.052,2.086,0.029,2.487,3.701,0.922,4.160,0.024,2.248,6.441,4.910,0.000,0.000,5.778,0.830
Negative,309.2071828,1067.799738,0.476,0.883,1.376,1.152,1.113,0.890,1.004,1.343,1.512,0.251,1.130,1.290,1.110,1.580,1.990,1.532,1.290,2.193,1.723,2.784,1.848,2.233,1.609,2.557,1.789,1.577,1.321,1.239,1.310,1.618,1.049,1.635,1.533,1.688,2.925,1.348,0.819,1.372,1.832,1.306
Negative,880.2483367,276.196642,0.234,2.318,0.943,1.276,0.229,0.921,1.549,0.230,1.860,0.441,1.160,3.630,0.720,3.720,6.010,3.630,3.174,1.025,0.495,5.444,3.901,4.870,2.293,4.206,4.425,0.890,0.993,1.407,2.286,3.370,1.716,1.781,0.632,2.700,7.235,3.977,0.913,0.277,6.517,2.421
Negative,875.5110723,1210.98046,0.700,1.807,1.402,0.168,0.923,0.952,1.986,0.021,2.039,0.002,2.670,4.770,1.350,2.810,1.780,6.534,4.494,7.094,2.114,7.205,4.874,7.104,0.791,4.229,5.512,3.028,2.502,3.685,2.811,6.336,3.264,7.315,4.908,4.105,8.071,6.226,2.154,1.660,11.312,4.012
Negative,873.7274085,506.3458314,0.605,1.568,0.992,0.564,1.271,1.207,1.377,1.115,1.279,0.022,5.210,1.570,0.820,1.000,1.380,5.071,1.650,0.333,1.628,1.743,1.366,2.188,1.079,1.546,0.209,3.705,1.375,1.569,2.323,2.219,0.603,1.469,0.348,2.009,3.097,3.496,1.995,0.783,1.311,1.239
Negative,869.3391053,462.1056741,1.106,2.920,0.879,0.000,0.095,1.362,1.865,0.074,1.699,0.000,0.870,1.880,1.550,2.040,2.660,2.454,3.611,7.968,1.964,0.169,2.376,2.682,4.850,2.074,1.957,5.795,3.656,0.339,0.378,2.349,1.808,4.320,2.696,3.588,1.020,1.907,1.908,3.331,1.452,2.387
Negative,864.2342778,560.1329966,0.069,1.186,1.012,1.779,0.954,1.152,2.208,1.217,0.423,0.000,2.090,2.950,1.060,1.640,1.110,1.296,3.008,0.516,1.284,2.115,2.342,2.022,2.646,2.638,2.110,0.964,1.815,1.977,2.005,2.205,0.966,1.964,1.144,1.641,4.823,3.699,1.365,0.878,4.218,2.890
Negative,309.2070586,877.0127682,0.296,0.874,1.355,1.258,1.217,0.887,1.139,1.501,1.281,0.192,1.640,0.900,0.890,1.250,1.660,1.651,0.754,2.501,0.964,3.015,1.644,2.574,2.957,1.770,1.951,0.738,0.693,0.867,1.977,1.999,0.912,1.065,1.597,1.410,2.714,1.282,0.821,1.208,2.987,1.254
Negative,861.8503044,20.66729555,0.683,0.998,0.871,0.907,1.541,1.093,0.454,0.515,1.523,1.415,0.510,1.150,0.660,0.710,0.390,0.390,0.552,0.639,1.205,1.230,0.299,0.441,0.338,0.510,0.580,0.506,0.848,0.659,0.564,1.145,0.475,0.505,0.408,0.439,0.516,0.424,0.531,1.139,0.316,0.325
Negative,854.3141966,409.7899059,0.307,1.385,1.172,0.940,1.196,1.288,1.642,1.217,0.853,0.000,2.200,2.230,1.800,1.940,2.890,2.782,4.146,6.508,4.255,5.318,2.417,2.570,3.255,2.876,3.570,2.178,2.046,1.393,2.323,2.492,2.027,2.364,2.251,2.784,7.496,2.863,1.928,1.726,5.253,2.639
Negative,853.3113051,409.8049804,0.488,1.224,1.261,1.015,1.012,1.908,1.763,1.176,0.092,0.060,2.070,3.310,1.710,1.630,4.570,4.982,4.888,5.340,4.139,6.623,3.753,4.204,2.051,2.609,3.846,3.862,2.970,1.689,3.338,4.247,2.407,3.728,3.716,2.825,7.399,4.075,2.353,1.558,6.973,4.326
Negative,844.8093854,60.24287664,0.863,1.174,0.819,1.829,0.315,1.131,2.212,0.048,1.609,0.000,2.220,2.220,1.190,0.670,1.600,2.321,1.840,0.444,0.965,0.995,2.624,1.793,1.618,2.301,2.533,1.030,0.547,0.856,0.826,0.839,1.420,2.122,1.429,1.242,2.419,1.387,2.345,1.418,0.634,1.861
Negative,839.6872066,494.0258648,1.069,1.441,0.576,0.023,1.891,0.532,1.127,2.902,0.313,0.125,0.680,0.580,1.720,0.360,0.270,0.998,0.764,1.466,1.699,0.990,1.553,0.236,1.068,0.000,0.230,0.622,1.017,0.128,0.497,0.000,1.297,0.871,1.100,0.673,0.432,0.000,0.627,0.589,0.000,0.463
Negative,831.2134958,657.9581,0.374,0.151,0.206,2.658,1.612,1.879,1.351,1.144,0.626,0.000,1.090,0.320,0.200,0.660,0.350,0.604,1.063,0.000,0.410,0.278,3.841,1.273,1.092,0.722,2.185,0.597,0.163,0.086,0.421,0.220,0.971,0.072,0.677,0.648,3.015,1.132,4.209,0.412,1.569,0.410
Negative,307.1397058,394.4781928,0.349,1.438,0.680,1.174,1.357,1.437,1.616,1.359,0.564,0.024,1.300,1.470,0.580,1.950,1.510,1.548,1.830,1.800,1.243,1.158,1.976,3.001,1.797,2.536,0.686,0.893,1.793,0.644,1.535,1.700,1.340,1.947,2.780,1.085,1.330,2.357,2.549,1.275,3.018,2.955
Negative,821.0463014,335.1550789,0.815,1.178,0.273,1.501,1.233,1.332,1.005,0.488,2.175,0.000,1.030,1.970,1.030,0.850,1.290,0.730,1.187,0.378,1.098,2.399,1.549,2.890,1.974,4.371,2.677,0.434,0.549,1.887,0.906,1.243,1.073,0.941,2.285,0.870,2.171,0.834,1.089,0.534,1.995,1.896
Negative,820.0410426,335.184132,0.692,1.085,1.037,0.984,1.202,1.253,1.356,0.935,1.350,0.107,1.580,1.700,1.250,1.300,1.360,1.124,1.455,0.725,1.404,1.586,1.730,1.508,1.306,3.259,2.299,1.053,1.252,1.305,1.067,0.934,0.628,1.694,1.010,1.081,2.445,1.797,1.289,1.086,1.977,2.258
Negative,305.1752929,1028.620063,0.903,1.078,1.611,0.887,0.520,1.774,1.652,0.786,0.763,0.025,1.620,1.500,1.130,1.080,1.290,1.262,0.891,2.504,1.231,1.284,2.672,2.734,2.052,1.700,0.814,1.381,1.273,0.735,2.011,0.672,1.196,2.171,2.514,0.842,2.039,1.563,0.702,1.533,1.721,1.468
Negative,813.5451616,1217.582801,0.618,1.360,1.121,1.157,0.744,0.739,1.336,0.956,1.969,0.000,1.810,2.430,1.160,2.390,3.570,1.585,1.145,1.468,1.496,4.474,2.465,2.532,2.637,2.561,3.526,1.721,0.885,1.176,2.103,3.272,0.877,2.472,1.660,1.499,5.850,2.287,1.140,1.550,2.912,2.335
Negative,808.5267827,1210.469768,0.594,0.762,1.496,1.011,1.137,1.019,1.474,0.596,1.911,0.000,3.320,3.040,1.470,3.150,4.600,3.927,2.540,5.454,1.463,7.748,3.104,0.878,2.798,3.591,2.761,2.114,1.265,1.707,2.489,4.953,2.143,2.198,3.602,0.835,6.847,4.258,0.779,1.181,4.931,3.655
Negative,807.5229824,1210.443668,0.368,0.795,1.385,0.927,1.525,0.802,1.043,0.741,2.414,0.000,2.260,1.720,1.460,1.860,2.940,1.890,1.848,3.355,1.512,6.579,1.864,2.664,2.993,3.678,3.825,1.669,0.972,1.511,2.268,3.193,1.173,2.040,2.043,1.975,6.242,2.835,0.822,1.714,3.245,2.659
Negative,806.8234166,58.83974338,0.399,1.665,1.521,0.337,1.078,0.531,2.754,0.000,1.021,0.694,3.080,2.370,0.600,0.810,0.660,1.852,1.851,2.123,1.773,0.171,1.723,2.492,1.254,1.151,1.789,2.213,1.229,1.517,1.009,0.465,3.344,2.295,1.377,2.238,3.101,1.861,1.242,0.443,2.962,2.249
Negative,805.1474548,196.6070311,0.340,0.531,0.210,2.881,1.038,0.723,1.743,0.497,1.442,0.595,1.870,1.190,0.290,0.820,5.070,0.578,1.060,1.059,1.599,2.249,1.862,4.582,1.358,2.217,4.834,0.456,0.805,0.474,1.731,1.031,1.024,1.179,1.265,1.335,3.624,1.643,0.313,0.558,3.110,2.187
Negative,790.2646443,342.2759826,1.303,1.326,0.770,0.361,1.240,1.083,2.527,0.181,1.209,0.000,2.370,2.990,1.040,1.940,5.700,2.547,3.216,1.554,2.320,4.314,3.996,4.704,0.843,2.594,2.383,1.560,1.901,1.318,2.973,2.057,2.264,1.694,2.785,2.511,4.522,3.454,1.831,0.295,4.170,3.299
Negative,789.2627268,342.3669635,0.858,0.862,1.441,1.020,0.818,0.977,1.826,1.053,0.989,0.155,1.610,2.060,1.140,1.680,2.220,1.911,2.051,1.840,1.598,2.473,2.108,2.558,2.080,2.117,2.317,1.434,1.823,1.662,1.911,1.672,1.727,2.336,2.180,2.036,3.369,2.133,1.523,1.575,2.134,1.773
Negative,788.327078,60.72579445,0.563,1.032,2.365,0.485,0.555,1.461,1.965,0.607,0.839,0.129,1.310,2.380,1.070,1.090,2.020,1.359,1.677,2.142,1.369,0.941,2.007,2.834,2.371,1.367,3.332,1.069,1.246,1.252,2.076,1.010,1.644,2.057,2.116,3.292,1.962,1.622,2.086,1.146,2.155,2.939
Negative,776.8137303,61.23443256,1.246,1.057,1.168,0.945,0.584,1.404,1.944,0.853,0.785,0.014,1.460,2.100,1.240,0.890,2.120,2.315,2.780,0.875,1.224,1.987,1.618,3.200,1.969,2.689,2.406,1.859,1.289,1.434,1.185,0.976,1.354,1.384,2.177,1.312,2.868,2.079,1.823,0.983,1.444,1.414
Negative,769.2177768,315.3746074,0.214,1.540,1.333,1.858,0.054,1.564,1.270,2.087,0.080,0.000,2.040,4.140,2.520,4.800,4.520,3.035,1.530,2.468,4.549,7.341,2.584,5.960,1.999,3.544,0.923,1.948,2.081,2.188,5.072,5.311,1.032,4.617,3.722,1.297,9.251,4.515,1.645,2.156,7.257,5.325
Negative,769.136276,336.2633306,0.263,1.265,0.972,1.765,0.735,1.053,1.303,0.778,1.866,0.000,2.230,1.930,0.970,2.040,2.980,1.505,1.243,1.436,0.979,1.769,2.446,2.501,1.555,2.738,2.821,1.268,1.139,0.771,1.172,2.068,0.652,1.585,0.812,0.773,6.312,2.327,1.524,1.209,3.127,2.451
Negative,297.0019087,87.40496599,0.231,1.583,0.238,1.425,1.523,1.713,1.929,0.748,0.602,0.008,1.560,1.470,0.380,0.480,2.470,1.612,1.240,0.689,1.926,1.886,2.668,3.682,0.646,2.402,4.160,0.974,1.071,1.408,1.676,0.876,0.242,2.703,1.283,0.356,2.618,1.716,2.581,0.471,0.991,1.485
Negative,768.1353919,336.750191,0.487,1.232,0.141,2.116,1.023,1.025,1.225,0.945,1.805,0.000,2.150,1.810,1.550,1.750,3.290,1.481,1.374,0.172,1.397,2.533,2.051,2.581,0.221,2.877,2.676,1.278,1.229,1.017,1.757,2.224,0.447,1.921,0.598,0.885,4.472,2.150,1.317,1.359,3.042,2.497
Negative,767.1468979,340.9604623,0.636,0.128,1.464,2.734,0.037,1.505,1.176,0.922,0.518,0.879,2.510,2.070,2.070,2.130,3.960,1.742,1.675,0.259,0.479,3.137,2.337,2.808,2.278,3.327,0.160,1.703,1.494,1.283,0.111,0.239,0.496,0.204,0.228,1.389,5.133,2.452,0.183,0.264,3.653,3.130
Negative,761.8289842,60.94910054,0.758,0.886,0.857,2.156,0.343,1.071,1.890,1.593,0.446,0.000,1.550,2.230,1.370,1.900,1.500,2.388,2.224,0.982,1.071,2.786,1.811,3.722,1.251,2.527,2.430,1.424,1.164,2.153,1.790,1.155,1.428,2.339,2.384,1.797,3.008,2.099,1.784,0.644,2.225,1.566
Negative,761.3211143,1366.652935,0.534,0.694,0.370,1.226,2.176,1.542,1.856,1.381,0.154,0.067,0.440,1.010,1.960,0.910,0.640,0.276,1.860,0.341,0.510,0.000,0.787,1.891,2.017,0.885,0.818,0.258,0.775,0.000,0.815,0.337,0.263,0.946,0.909,0.076,0.626,1.889,2.941,1.631,3.175,0.765
Negative,760.8333929,60.82242812,1.177,1.058,1.861,0.899,0.005,1.557,1.518,1.458,0.467,0.000,2.390,3.570,1.980,1.560,2.850,1.950,3.689,0.670,1.970,4.605,4.482,4.416,4.030,0.176,3.545,1.720,1.931,1.770,1.702,3.096,2.757,3.855,2.039,2.669,2.811,1.328,1.613,1.079,7.237,3.358
Negative,759.3698011,19.98572536,0.843,1.289,1.439,0.770,0.659,0.471,1.486,1.651,1.019,0.373,0.340,0.430,0.470,0.480,0.660,0.314,1.092,0.648,0.866,0.776,0.473,0.312,0.666,0.530,0.460,0.511,0.463,0.774,0.583,0.594,0.419,0.510,1.289,0.782,1.651,0.352,0.387,1.713,0.602,0.651
Negative,754.118867,335.2598415,0.129,1.407,0.606,1.555,1.303,1.772,1.248,0.056,1.923,0.000,1.380,1.820,0.770,1.060,1.240,1.015,0.979,1.543,0.662,1.844,1.811,2.570,1.653,2.751,1.678,0.794,0.885,0.896,1.033,1.672,0.507,1.952,0.804,2.047,0.081,1.598,1.373,0.539,0.497,0.963
Negative,746.1249047,272.3219739,0.769,1.795,1.388,0.639,0.410,0.538,2.336,1.159,0.968,0.000,1.780,1.710,2.260,2.380,0.930,1.056,1.499,1.304,1.222,1.612,1.929,4.194,3.415,1.291,2.124,0.989,1.323,2.174,1.709,1.242,0.894,2.100,0.300,1.517,1.157,1.560,1.257,1.886,3.083,1.377
Negative,745.0862198,295.1205237,0.421,0.956,0.593,1.986,1.044,0.595,1.506,2.058,0.721,0.120,1.820,3.330,0.730,1.100,2.450,2.487,1.236,1.133,1.359,2.400,3.307,2.775,2.138,1.239,1.875,1.449,1.506,0.369,1.954,0.348,0.908,4.169,0.672,2.075,3.038,4.576,3.316,3.616,3.091,2.039
Negative,743.2249563,430.1901106,0.063,0.920,0.191,3.074,0.751,0.000,1.703,0.074,3.223,0.000,2.240,0.790,5.500,22.950,25.220,2.311,3.704,37.506,25.627,11.568,6.172,8.403,8.794,7.122,4.843,6.286,0.337,1.520,2.661,10.469,0.880,2.828,4.889,6.308,13.832,1.682,0.000,0.023,1.450,2.895
Negative,742.2178218,430.3157193,0.401,0.896,0.615,1.479,1.609,0.608,1.180,0.803,2.409,0.000,1.730,1.100,2.380,10.600,10.910,1.963,1.976,17.484,10.630,5.378,1.932,3.203,4.415,3.542,1.697,4.990,1.304,1.872,1.929,5.210,1.132,1.023,2.415,1.918,5.503,1.756,0.341,0.268,1.921,2.065
Negative,742.1566646,351.0455522,0.267,0.859,0.998,2.681,0.195,1.424,0.454,1.851,1.271,0.000,2.160,3.280,0.920,2.190,4.900,1.549,1.062,0.072,1.275,2.348,2.708,3.480,1.205,3.187,7.358,1.385,0.918,0.324,4.796,2.583,0.902,2.466,1.035,1.683,1.167,1.794,1.050,1.706,4.547,3.067
Negative,740.2104456,394.7114461,0.416,1.097,1.401,1.110,0.977,1.113,1.832,0.554,0.972,0.529,1.790,2.150,1.270,3.360,1.330,1.467,2.097,1.395,2.167,2.257,2.613,1.706,2.152,3.198,2.554,1.541,1.969,1.575,2.808,2.484,1.089,2.347,2.619,1.695,3.241,3.011,1.121,1.360,3.190,1.968
Negative,740.1013511,227.2610275,0.111,1.397,0.833,2.002,0.657,2.453,1.615,0.547,0.386,0.000,1.840,2.660,1.560,1.340,2.210,1.846,1.036,0.951,0.698,2.520,2.815,4.756,2.891,1.589,3.105,2.339,0.660,1.076,1.843,2.885,0.000,2.255,1.386,0.631,7.762,4.716,1.756,2.087,2.992,4.031
Negative,739.2066642,394.4247674,0.725,0.885,1.138,1.281,0.971,1.251,1.466,1.016,1.067,0.199,1.520,1.590,1.950,2.420,1.440,1.500,2.141,2.167,1.884,2.434,2.036,1.725,2.264,2.378,2.296,1.641,1.447,1.270,2.423,2.158,1.255,1.726,2.775,1.764,2.730,2.469,1.145,1.738,2.619,1.549
Negative,739.0978738,227.2311227,0.177,1.807,0.620,1.618,0.777,2.828,0.915,0.930,0.327,0.000,1.700,1.780,1.180,0.970,1.550,1.389,0.855,0.804,0.579,1.813,2.615,3.476,2.017,1.147,2.171,0.975,0.499,0.876,1.314,1.687,0.000,1.605,1.345,0.900,5.259,3.391,1.233,1.425,2.225,3.340
Negative,738.1242609,337.2774565,0.110,0.879,0.754,2.705,0.552,1.594,0.420,0.599,2.252,0.135,2.910,1.370,0.830,1.350,15.560,1.876,2.452,1.512,3.809,2.981,2.489,2.630,1.676,2.915,2.004,1.549,1.694,0.268,0.745,2.010,0.735,1.718,0.857,1.012,5.685,1.949,1.901,0.970,2.582,1.565
Negative,737.3581651,854.8600722,0.729,0.949,1.360,0.899,1.063,1.242,1.090,0.963,1.532,0.173,1.480,1.540,1.490,1.380,3.870,1.848,1.437,1.775,1.497,2.658,1.907,3.372,1.840,2.137,2.473,1.316,1.437,1.041,3.197,1.938,1.129,2.106,1.646,1.709,2.973,1.901,1.155,1.257,2.492,1.873
Negative,737.0822844,226.3703302,0.173,1.634,1.104,1.593,0.497,3.168,1.009,0.457,0.366,0.000,1.780,1.880,1.660,1.370,1.270,1.860,1.395,1.026,0.899,1.780,3.158,4.143,2.677,0.634,3.291,1.236,0.740,1.220,1.848,1.745,0.000,2.441,1.821,0.961,6.142,3.217,1.472,1.397,2.639,3.056
Negative,735.2099412,293.3708332,0.061,2.932,0.685,0.338,0.984,1.481,1.017,0.023,2.440,0.039,0.730,0.530,0.830,0.180,13.780,1.227,1.127,0.212,1.252,1.194,0.534,0.689,0.807,0.162,2.335,0.346,0.640,0.438,0.236,0.692,0.078,0.887,1.536,1.341,1.081,0.206,0.436,0.018,0.516,0.562
Negative,732.8277161,60.47966569,0.925,1.903,0.386,0.670,1.116,1.373,3.491,0.049,0.087,0.000,0.950,3.070,0.630,2.170,0.000,0.003,2.249,0.495,0.445,0.889,2.225,2.470,1.141,4.340,2.246,0.509,1.049,0.362,1.955,0.561,2.094,2.839,0.644,2.192,0.000,0.689,2.277,1.314,0.254,1.599
Negative,731.1922796,350.6401197,0.237,0.983,0.376,2.368,1.036,1.516,1.629,1.166,0.689,0.000,4.090,1.560,2.260,0.890,2.680,0.923,0.311,0.501,0.000,1.719,2.536,2.566,1.762,2.394,4.503,1.051,0.916,0.566,2.102,2.045,0.197,1.920,0.882,1.255,3.354,1.684,0.828,0.847,2.217,2.339
Negative,727.4097228,1475.526024,0.718,1.116,0.981,0.571,1.614,1.319,1.164,0.886,1.631,0.000,1.410,2.770,2.500,3.300,3.400,1.665,2.526,3.414,2.029,4.689,1.509,2.519,2.383,3.512,1.865,1.913,1.398,2.155,3.283,2.260,0.871,1.225,2.512,1.864,4.865,2.800,0.734,2.125,2.432,4.285
Negative,726.1863676,277.8907558,0.187,1.110,0.790,2.279,0.634,1.470,0.831,0.672,2.012,0.015,1.690,0.620,1.080,1.030,2.000,0.423,0.300,0.521,0.520,0.573,1.188,1.620,1.084,1.340,1.695,0.457,0.343,0.732,0.781,0.882,0.315,1.112,0.596,0.839,1.717,0.696,0.934,0.911,1.596,1.145
Negative,725.374369,1102.023304,0.441,1.470,1.339,0.273,1.478,1.574,1.501,0.995,0.825,0.104,2.280,1.740,1.280,1.180,1.440,1.419,1.742,1.751,1.554,2.998,1.911,2.250,1.578,0.534,2.197,1.669,1.568,1.878,2.428,2.641,1.302,1.732,1.146,1.516,2.207,1.361,0.993,0.694,1.984,2.354
Negative,725.2063466,627.0529832,2.774,0.000,2.226,0.000,0.000,1.835,0.000,0.000,0.000,3.165,16.630,1.180,1.960,7.090,14.600,0.047,30.953,45.082,52.719,1.210,24.842,7.204,4.556,7.471,17.712,28.913,29.007,68.613,69.980,0.000,1.535,15.959,3.271,13.624,11.457,2.315,0.038,0.000,6.764,0.000
Negative,723.1080601,295.0944466,0.334,0.756,1.055,1.958,0.896,1.019,1.052,1.128,1.786,0.015,1.400,1.470,1.090,1.640,3.110,0.845,0.734,0.949,2.036,2.532,1.332,2.114,2.981,1.292,3.883,0.980,0.661,0.902,1.364,1.229,0.452,2.072,1.244,1.829,4.589,1.519,1.281,1.437,1.799,3.371
Negative,722.36542,1015.318896,0.303,0.781,1.320,0.974,1.622,0.797,0.839,1.043,2.199,0.122,3.010,1.710,1.960,1.350,2.210,2.249,2.356,3.066,2.787,2.514,1.622,1.519,2.141,1.763,1.849,1.467,2.329,1.763,1.423,4.096,1.267,1.849,2.353,0.822,4.212,2.284,0.607,2.006,3.739,1.879
Negative,721.3637592,1015.366088,0.706,0.891,1.043,1.327,1.032,1.643,1.279,0.987,1.006,0.085,1.880,1.720,1.860,2.660,1.720,1.618,1.792,2.291,1.439,2.748,2.500,1.851,2.543,2.370,2.667,1.424,1.553,1.426,2.031,2.513,0.965,1.711,2.511,1.673,3.444,2.407,1.268,1.432,2.886,1.909
Negative,721.1971754,456.7039759,0.000,1.096,0.000,1.903,2.000,1.079,3.921,0.000,0.000,0.000,3.340,5.230,1.520,12.290,2.910,9.663,8.958,11.579,10.240,12.011,19.624,6.927,19.825,18.650,0.517,8.227,4.042,5.576,11.811,3.006,5.554,4.106,11.955,3.123,20.221,10.801,2.173,0.477,2.265,4.848
Negative,721.0760681,363.9772591,1.543,0.230,1.017,0.811,1.399,0.464,3.489,0.000,0.993,0.054,3.820,7.850,1.720,2.220,5.620,3.382,7.093,3.823,1.593,5.751,4.997,4.832,2.797,8.980,6.025,0.642,2.151,1.525,1.829,4.516,2.067,3.854,3.390,7.946,14.648,7.044,2.469,0.615,8.866,8.529
Negative,719.1993656,70.98979013,1.192,0.236,2.189,0.791,0.593,0.453,1.413,0.493,0.573,2.068,0.420,1.060,1.030,0.960,0.410,0.035,0.667,0.237,0.255,0.118,0.289,0.764,0.706,1.406,0.714,0.218,0.272,0.000,0.176,0.289,0.204,0.723,0.399,0.125,0.786,1.281,1.443,1.517,1.696,0.892
Negative,718.1938455,383.8740845,0.045,0.466,0.450,3.410,0.629,1.138,0.032,2.089,1.741,0.000,2.030,0.120,0.290,0.650,2.480,0.186,0.004,0.545,0.000,0.564,1.175,0.518,1.013,1.561,2.902,0.249,0.174,0.331,0.690,0.654,0.000,0.363,0.122,0.544,1.486,0.762,0.202,1.161,0.641,0.174
Negative,292.2000396,1273.170594,0.535,0.749,1.508,1.241,0.967,0.625,0.927,0.996,2.388,0.064,1.120,1.390,0.880,0.740,2.540,1.659,1.317,2.700,1.363,3.351,1.279,1.579,1.460,2.073,1.333,2.032,0.862,1.360,1.858,2.179,0.660,1.154,1.187,1.489,2.714,1.722,0.996,1.122,1.967,1.664
Negative,710.1883826,273.3894529,0.189,2.005,0.616,2.089,0.100,1.915,0.599,0.011,2.474,0.000,2.250,0.650,1.930,0.220,3.140,0.455,0.287,0.200,0.356,0.271,0.860,2.223,0.733,0.729,1.413,0.212,0.251,0.628,0.000,0.408,0.317,1.023,0.237,0.816,1.556,0.381,0.751,0.485,1.629,0.555
Negative,708.1200572,296.6091063,0.224,0.823,1.025,1.756,1.172,1.110,1.540,0.918,1.432,0.000,3.320,1.640,1.430,2.490,6.040,1.558,1.279,0.619,2.076,4.484,3.727,5.756,2.705,3.466,7.506,0.835,1.151,0.960,1.281,3.130,0.677,4.367,1.377,4.194,12.389,1.969,1.401,1.174,4.659,3.403
Negative,707.1449912,265.91686,0.483,0.783,0.848,2.191,0.695,2.060,0.906,0.177,1.835,0.023,2.410,1.270,0.880,1.400,6.860,0.904,0.918,0.477,1.614,2.417,2.178,3.393,3.719,3.053,5.518,0.345,0.952,1.077,1.319,1.400,0.471,2.161,0.769,3.400,4.021,1.280,1.494,0.988,3.107,2.617
Negative,707.1161619,296.8951578,0.288,0.820,1.129,2.136,0.627,1.171,1.085,1.183,1.423,0.138,1.730,1.570,0.980,2.360,5.390,0.957,0.962,1.215,2.758,3.245,3.192,2.568,3.800,2.214,3.856,0.993,0.776,1.565,1.164,1.791,0.651,2.265,1.001,2.791,3.878,1.590,0.946,0.762,2.296,3.367
Negative,705.1655062,273.7101988,0.237,2.001,0.441,1.983,0.339,1.634,0.708,0.000,2.432,0.226,2.280,0.820,1.870,0.900,2.050,0.236,0.122,0.159,0.276,0.324,0.861,2.436,1.464,0.401,1.899,0.043,0.320,0.982,0.324,0.408,0.373,1.616,0.251,1.048,1.045,0.158,0.934,0.600,1.079,0.632
Negative,705.0836506,487.6205228,1.148,1.019,0.871,0.819,1.142,1.185,1.684,0.684,1.384,0.063,2.180,1.980,1.390,1.530,2.140,0.910,2.580,1.348,1.147,2.575,2.292,1.952,1.383,2.040,2.996,1.338,1.184,0.929,1.649,1.574,1.336,2.911,2.247,2.349,5.112,2.423,1.399,1.036,2.388,1.388
Negative,699.2091297,191.6550492,0.723,1.674,1.238,1.070,0.295,2.539,1.756,0.549,0.156,0.000,1.530,1.520,1.140,1.580,1.150,2.698,2.246,2.270,0.939,1.252,2.499,2.097,2.532,1.183,1.624,1.367,2.918,1.774,1.857,1.977,0.800,2.634,1.863,1.437,1.099,2.398,1.812,2.141,3.295,1.512
Negative,698.8597898,59.37095176,0.793,1.746,1.046,1.415,0.000,2.336,1.516,0.598,0.000,0.550,4.010,1.920,0.400,3.130,2.220,2.295,3.778,1.341,1.088,2.646,1.209,5.501,2.660,4.149,3.337,2.444,1.852,1.140,2.666,0.517,3.726,4.161,1.407,0.799,2.489,1.648,1.694,3.414,2.686,2.982
Negative,698.3677175,1169.428984,0.582,0.917,1.076,1.403,1.021,1.251,1.207,1.281,1.261,0.000,0.840,2.050,1.770,2.790,2.900,1.564,1.518,1.090,1.627,2.122,2.193,2.533,2.472,4.321,3.370,1.993,1.052,1.754,1.698,2.155,1.062,2.027,2.565,1.168,5.322,3.230,1.445,1.543,3.473,2.345
